URL,Actual,Predicted
220012_HouseFront_2.jpg,3,1
501006_HouseFront_2.jpg,4,1
279001_HouseFront_2.jpg,0,0
191007_HouseFront_2.jpg,1,0
309005_HouseFront_2.jpg,0,0
75011_HouseFront_2.jpg,0,2
192001_HouseFront_2.jpg,0,1
264009_HouseFront_2.jpg,0,0
264001_HouseFront_2.jpg,4,0
491008_HouseFront_2.jpg,1,1
77005_HouseFront_2.jpg,1,1
61002_HouseFront_2.jpg,0,0
265004_HouseFront_2.jpg,0,0
1049006_HouseFront_2.jpg,2,0
305007_HouseFront_2.jpg,0,3
281001_HouseFront_2.jpg,0,0
413002_HouseFront_2.jpg,0,1
443006_HouseFront_2.jpg,0,1
432010_HouseFront_2.jpg,3,0
308012_HouseFront_2.jpg,1,0
281002_HouseFront_2.jpg,0,1
61002_HouseFront_2.jpg,0,0
194002_HouseFront_2.jpg,4,0
265002_HouseFront_2.jpg,0,3
44003_HouseFront_2.jpg,2,3
341011_HouseFront_2.jpg,2,2
241009_HouseFront_2.jpg,3,1
57006_HouseFront_2.jpg,1,1
523006_HouseFront_2.jpg,3,0
156011_HouseFront_2.jpg,4,1
1003002_HouseFront_2.jpg,0,1
481008_HouseFront_2.jpg,2,0
486011_HouseFront_2.jpg,1,1
145012_HouseFront_2.jpg,1,1
183006_HouseFront_2.jpg,1,1
183002_HouseFront_2.jpg,0,0
343008_HouseFront_2.jpg,0,0
252007_HouseFront_2.jpg,0,0
1005_HouseFront_2.jpg,1,0
298007_HouseFront_2.jpg,3,0
386012_HouseFront_2.jpg,4,2
245005_HouseFront_2.jpg,1,1
232005_HouseFront_2.jpg,0,1
155003_HouseFront_2.jpg,1,1
446007_HouseFront_2.jpg,2,0
275007_HouseFront_2.jpg,0,0
484011_HouseFront_2.jpg,0,1
260003_HouseFront_2.jpg,1,1
80007_HouseFront_2.jpg,0,1
241009_HouseFront_2.jpg,3,0
305007_HouseFront_2.jpg,0,1
308003_HouseFront_2.jpg,4,0
63001_HouseFront_2.jpg,2,2
301011_HouseFront_2.jpg,0,0
50002_HouseFront_2.jpg,1,0
61002_HouseFront_2.jpg,0,0
299010_HouseFront_2.jpg,0,0
109010_HouseFront_2.jpg,1,1
40004_HouseFront_2.jpg,1,0
326004_HouseFront_2.jpg,0,1
116013_HouseFront_2.jpg,1,0
364006_HouseFront_2.jpg,2,0
29006_HouseFront_2.jpg,3,0
380007_HouseFront_2.jpg,0,1
38011_HouseFront_2.jpg,1,1
286012_HouseFront_2.jpg,0,1
46006_HouseFront_2.jpg,4,0
255009_HouseFront_2.jpg,0,1
489008_HouseFront_2.jpg,1,0
421006_HouseFront_2.jpg,2,2
136004_HouseFront_2.jpg,1,1
1049001_HouseFront_2.jpg,4,1
290002_HouseFront_2.jpg,0,1
404011_HouseFront_2.jpg,0,0
508013_HouseFront_2.jpg,3,0
264009_HouseFront_2.jpg,0,0
273014_HouseFront_2.jpg,0,1
315007_HouseFront_2.jpg,0,0
60012_HouseFront_2.jpg,4,0
482009_HouseFront_2.jpg,0,0
1015011_HouseFront_2.jpg,2,1
330005_HouseFront_2.jpg,3,1
63011_HouseFront_2.jpg,1,0
207004_HouseFront_2.jpg,0,1
111003_HouseFront_2.jpg,1,0
265003_HouseFront_2.jpg,0,1
189013_HouseFront_2.jpg,0,1
458001_HouseFront_2.jpg,0,0
498002_HouseFront_2.jpg,1,0
417008_HouseFront_2.jpg,3,0
1042013_HouseFront_2.jpg,4,0
393004_HouseFront_2.jpg,3,3
406009_HouseFront_2.jpg,0,1
209012_HouseFront_2.jpg,1,0
401007_HouseFront_2.jpg,2,0
323008_HouseFront_2.jpg,0,1
117011_HouseFront_2.jpg,2,0
188010_HouseFront_2.jpg,1,1
