A1-Village Name,A2-District Name,A4-State Name,Unique HHD identifier,Annual household income 2018-19 (~june - July),Annual net household farm income: 2018-19,Annual net household non-farm income: 2018-19,Annual household farm business expenses,Annual household non-farm business expenses: 2018-19,Normalized Wealth Index First PC - 2019,Wealth Index First PC - 2019,House_ownership_present,Bank_account_present,flooring_materials_present,roofing_materials_present,walls_materials_present,House type_present,Number of_members per room present,Seperate room for cooking_present,type of toilet_present,Main source of lightening_present,Main fuel for cooking_present,source of drinking water_present,House ownership,M14A2-Mattress At present,M14A3-Pressure cooker _ At present,M14A4-Chair _ At present,M14A5-Cot / Bed _ At present,M14A6-Table _ At present,M14A10-Clock or Watch _ At present,M14A7-Electric fan _ At present,M14A8-Radio / Transistor _ At present,M14A9-Sewing machine _ At present,M14A11-Bicycle _ At present,M14A12-Black and White television _ At present,M14A13-Colour television _ At present,M14A14-Mobile phone _ At present,M14A15-Landline Phone _ At present,M14A16-Refrigerator? At present,M14A17-Air conditioner / Cooler _ At present,M14A18-Washing Machine? At present,M14A19-Internet? At present,M14A20-Computer? At present,M14A21-Motorcycle/scooter? At present,M14A22-Car/Jeep _ At present,M14A23-Water pump _ At present,M14A24-Thresher _ At present,M14A25-Tractor _ At present,M14A26-Animal drawn cart _ At present,M14A27-Open well _ At present,M14A28-Bore well _ At present,M14A29-Private Pond _ At present,M14A30-Equipment for drip irrigation/ Sprinkler _ At present,M14A31-Tiller/ Cultivator _ At present,M14A32-Plough disc/ mould board _ At present,M14A33-Seed drill _ At present,M14A34-Power sprayer _ At present,M14A35-Chaff cutter _ At present,M14A36-Weeders _ At present,M14A37-Other mechanized three/four_wheeler agricultural equipment _ At present,M14A38-Trolley (for tractor) _ At present,M14A39-Livestock sheds _ At present,M14A40-Fish boat _ At present,M14A41-Other fishing equipment _ At present
Chhumkhum,Lunglei,Mizoram,117005,59000,59000,0,1000,0,1,76,Owns a house,have bank account,finished floor,finished roofing,natural walls,semi-puuca,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","public tap, hand pump or well",Own house,3,6,4,3,1,1,1,0,0,0,0,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhumkhum,Lunglei,Mizoram,117006,99600,-400,100000,400,0,-0,67,Owns a house,have bank account,rudimentary floor,finished roofing,finished walls,semi-puuca,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,3,4,4,3,1,1,1,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhumkhum,Lunglei,Mizoram,117007,61700,6700,55000,800,0,1,78,Owns a house,have bank account,rudimentary floor,finished roofing,finished walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","public tap, hand pump or well",Own house,2,3,3,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhumkhum,Lunglei,Mizoram,117008,94000,0,94000,0,0,1,78,Owns a house,have bank account,rudimentary floor,finished roofing,finished walls,semi-puuca,.5,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","public tap, hand pump or well",Own house,1,3,5,2,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhumkhum,Lunglei,Mizoram,117009,56500,0,56500,0,3500,-1,61,Owns a house,have bank account,rudimentary floor,natural roofing,rudimentary walls,semi-puuca,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","public tap, hand pump or well",Own house,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhumkhum,Lunglei,Mizoram,117010,62000,0,62000,0,0,1,78,Owns a house,have bank account,rudimentary floor,finished roofing,natural walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","public tap, hand pump or well",Own house,2,4,5,2,1,1,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhumkhum,Lunglei,Mizoram,117011,87000,0,87000,0,0,1,78,Owns a house,have bank account,rudimentary floor,finished roofing,finished walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","public tap, hand pump or well",Own house,3,5,6,4,1,1,2,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhumkhum,Lunglei,Mizoram,117012,192000,0,192000,0,20000,2,85,Owns a house,have bank account,natural floor,finished roofing,finished walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","public tap, hand pump or well",Own house,4,8,4,4,1,1,2,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chikiponger,Kiphire,Nagaland,281001,29900,28300,1600,3300,0,-0,70,Owns a house,have bank account,natural floor,finished roofing,rudimentary walls,semi-puuca,fair,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chikiponger,Kiphire,Nagaland,281002,33340,31740,1600,3700,0,-0,70,Owns a house,have bank account,natural floor,finished roofing,rudimentary walls,semi-puuca,fair,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chikiponger,Kiphire,Nagaland,281003,34560,32960,1600,3800,0,-0,70,Owns a house,have bank account,natural floor,finished roofing,rudimentary walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chikiponger,Kiphire,Nagaland,281004,27772,26172,1600,4200,0,-2,53,Owns a house,have bank account,natural floor,finished roofing,rudimentary walls,semi-puuca,fair,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chikiponger,Kiphire,Nagaland,281005,31676,30076,1600,6700,0,-0,70,Owns a house,have bank account,natural floor,finished roofing,rudimentary walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chikiponger,Kiphire,Nagaland,281006,28000,26400,1600,5600,0,-0,70,Owns a house,have bank account,natural floor,finished roofing,rudimentary walls,semi-puuca,fair,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chikiponger,Kiphire,Nagaland,281007,26912,25312,1600,6600,0,-2,53,Owns a house,have bank account,natural floor,finished roofing,finished walls,semi-puuca,fair,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chikiponger,Kiphire,Nagaland,281008,-4490,-6090,1600,5190,0,-0,70,Owns a house,have bank account,natural floor,finished roofing,rudimentary walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Chikiponger,Kiphire,Nagaland,281009,-5190,-6790,1600,5790,0,-2,55,Owns a house,have bank account,natural floor,finished roofing,finished walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chikiponger,Kiphire,Nagaland,281010,-1550,-3150,1600,8550,0,-0,70,Owns a house,have bank account,natural floor,finished roofing,finished walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Chikiponger,Kiphire,Nagaland,281011,-1140,-2740,1600,7690,0,-0,70,Owns a house,have bank account,natural floor,finished roofing,natural walls,semi-puuca,fair,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Chikiponger,Kiphire,Nagaland,281012,9850,250,9600,8150,7000,-2,55,Owns a house,have bank account,natural floor,finished roofing,natural walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Chikiponger,Kiphire,Nagaland,281013,-15240,-16840,1600,10350,0,-0,70,Owns a house,have bank account,natural floor,finished roofing,natural walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chikiponger,Kiphire,Nagaland,281014,-8090,-9690,1600,8450,0,-0,67,Owns a house,have bank account,natural floor,finished roofing,natural walls,semi-puuca,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Chilliso,Tuensang,Nagaland,264001,516158,8658,507500,14350,0,-0,70,Owns a house,have bank account,natural floor,finished roofing,finished walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,13,2,0,3,3,2,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0
Chilliso,Tuensang,Nagaland,264002,42771,42771,0,12700,0,-0,70,Owns a house,have bank account,natural floor,finished roofing,natural walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,15,2,2,4,3,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Chilliso,Tuensang,Nagaland,264003,91750,-300,92050,14000,0,-0,70,Owns a house,have bank account,natural floor,finished roofing,finished walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,12,1,2,5,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Chilliso,Tuensang,Nagaland,264004,44450,4450,40000,550,760,-0,70,Owns a house,have bank account,rudimentary floor,finished roofing,finished walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,5,1,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chilliso,Tuensang,Nagaland,264005,46000,4000,42000,1000,0,-0,70,Owns a house,have bank account,natural floor,finished roofing,finished walls,semi-puuca,fair,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,2,1,1,1,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chilliso,Tuensang,Nagaland,264006,10620,-200,10820,200,0,-2,57,Owns a house,Doesn't have bank account,natural floor,finished roofing,finished walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,3,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chilliso,Tuensang,Nagaland,264007,4050,-750,4800,750,0,-2,54,Owns a house,have bank account,natural floor,natural roofing,rudimentary walls,semi-puuca,fair,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chilliso,Tuensang,Nagaland,264008,171260,-1300,172560,1300,1440,-0,69,Owns a house,have bank account,natural floor,finished roofing,finished walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,0,0,4,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chilliso,Tuensang,Nagaland,264009,25700,1700,24000,850,0,-0,69,Owns a house,have bank account,natural floor,natural roofing,finished walls,semi-puuca,fair,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,0,1,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chilliso,Tuensang,Nagaland,264010,38200,-2800,41000,2800,2000,-1,64,Owns a house,have bank account,natural floor,finished roofing,natural walls,semi-puuca,good,have separate cooking room,pit/dry type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,2,2,2,2,2,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chilliso,Tuensang,Nagaland,264011,-2000,-2000,0,4000,0,-2,51,Owns a house,Doesn't have bank account,natural floor,finished roofing,natural walls,semi-puuca,.8,have separate cooking room,pit/dry type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,3,2,3,3,3,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Chilliso,Tuensang,Nagaland,264012,18700,-5300,24000,2300,0,-3,41,Owns a house,Doesn't have bank account,natural floor,natural roofing,natural walls,kuchha,fair,have separate cooking room,pit/dry type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,2,2,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chilui,Mamit,Mizoram,50001,445333,0,445333,0,0,2,85,Owns a house,have bank account,finished floor,finished roofing,rudimentary walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","public tap, hand pump or well",Own house,5,6,8,5,3,1,2,0,0,0,0,1,5,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chilui,Mamit,Mizoram,50002,61000,42000,19000,8000,0,-1,61,Owns a house,have bank account,rudimentary floor,finished roofing,rudimentary walls,semi-puuca,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","public tap, hand pump or well",Own house,3,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chilui,Mamit,Mizoram,50003,462341,0,462341,0,0,1,78,Owns a house,have bank account,rudimentary floor,finished roofing,rudimentary walls,semi-puuca,.4,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","public tap, hand pump or well",Own house,4,5,6,4,3,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chilui,Mamit,Mizoram,50004,79500,0,79500,0,0,1,81,Does not own house,have bank account,finished floor,finished roofing,rudimentary walls,semi-puuca,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","public tap, hand pump or well",Own house,2,3,4,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chilui,Mamit,Mizoram,50005,17300,-1200,18500,1200,0,1,76,Owns a house,have bank account,rudimentary floor,finished roofing,rudimentary walls,semi-puuca,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","public tap, hand pump or well",Own house,4,4,5,3,2,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chilui,Mamit,Mizoram,50006,80950,61450,19500,3800,0,-0,69,Owns a house,have bank account,rudimentary floor,finished roofing,finished walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,4,4,5,3,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chilui,Mamit,Mizoram,50007,80000,60500,19500,7000,0,2,87,Owns a house,have bank account,finished floor,finished roofing,finished walls,pucca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","public tap, hand pump or well",Own house,3,4,5,3,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chilui,Mamit,Mizoram,50008,93500,74000,19500,2500,0,2,87,Owns a house,have bank account,finished floor,finished roofing,finished walls,pucca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","public tap, hand pump or well",Own house,4,4,5,3,1,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chilui,Mamit,Mizoram,50009,87600,68100,19500,3900,0,1,78,Owns a house,have bank account,finished floor,finished roofing,finished walls,pucca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,4,3,4,3,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chilui,Mamit,Mizoram,50010,91900,72400,19500,4100,0,-0,69,Owns a house,have bank account,finished floor,finished roofing,natural walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,4,4,5,3,2,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chilui,Mamit,Mizoram,50011,63200,43700,19500,1300,0,1,76,Owns a house,have bank account,finished floor,finished roofing,finished walls,pucca,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,3,2,3,3,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chilui,Mamit,Mizoram,50012,64750,45250,19500,2000,0,-0,67,Owns a house,have bank account,rudimentary floor,natural roofing,natural walls,semi-puuca,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,3,3,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chilui,Mamit,Mizoram,50013,19500,0,19500,0,0,1,78,Owns a house,have bank account,finished floor,finished roofing,finished walls,pucca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,5,2,0,4,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chilui,Mamit,Mizoram,50014,739500,0,739500,0,0,2,87,Owns a house,have bank account,finished floor,finished roofing,finished walls,pucca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","public tap, hand pump or well",Own house,4,5,6,5,2,2,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chingmei,Tuensang,Nagaland,268001,39700,3700,36000,9200,0,-0,67,Owns a house,have bank account,natural floor,finished roofing,natural walls,semi-puuca,fair,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,3,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chingmei,Tuensang,Nagaland,268002,57250,21250,36000,10500,0,-0,67,Owns a house,have bank account,natural floor,finished roofing,natural walls,semi-puuca,fair,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,3,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Chingmei,Tuensang,Nagaland,268003,65260,65260,0,14500,0,-0,70,Owns a house,have bank account,natural floor,finished roofing,rudimentary walls,semi-puuca,fair,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,3,1,3,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chingmei,Tuensang,Nagaland,268004,48910,40910,8000,7500,0,-4,39,Owns a house,Doesn't have bank account,natural floor,finished roofing,natural walls,semi-puuca,fair,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chingmei,Tuensang,Nagaland,268005,435000,15000,420000,2000,0,1,77,Owns a house,have bank account,natural floor,finished roofing,rudimentary walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,5,1,3,3,1,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chingmei,Tuensang,Nagaland,268006,37400,23000,14400,1500,0,-0,67,Owns a house,have bank account,natural floor,finished roofing,natural walls,semi-puuca,poor,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,2,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chingmei,Tuensang,Nagaland,268007,33000,33000,0,1500,0,-0,67,Owns a house,have bank account,natural floor,finished roofing,natural walls,semi-puuca,fair,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,2,1,0,1,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chingmei,Tuensang,Nagaland,268008,89000,17000,72000,2000,0,-0,70,Owns a house,have bank account,natural floor,finished roofing,rudimentary walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,6,3,10,4,3,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chingmei,Tuensang,Nagaland,268009,-4500,-4500,0,4500,0,-2,54,Owns a house,have bank account,rudimentary floor,finished roofing,rudimentary walls,semi-puuca,.4,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,4,2,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chingmei,Tuensang,Nagaland,268010,45300,31800,13500,8500,0,-0,70,Owns a house,have bank account,rudimentary floor,finished roofing,rudimentary walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,2,1,2,3,1,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
