Comment,URL,Actual,Predicted
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/112009_HouseFront_2.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/6004_HouseFront_2.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/24007_HouseFront_2.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/64006_HouseFront_2.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/383014_HouseFront_2.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/250007_HouseFront_2.jpg,class1,higher middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/70009_HouseFront_2.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/443011_HouseFront_2.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/402010_HouseFront_2.jpg,class2,higher middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/197005_HouseFront_2.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/23006_HouseFront_2.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/135005_HouseFront_2.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/371009_HouseFront_2.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/337008_HouseFront_2.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/135010_HouseFront_2.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/314002_HouseFront_2.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/1013004_HouseFront_2.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/143009_HouseFront_2.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/1028017_HouseFront_2.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/161002_HouseFront_2.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/187006_HouseFront_2.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/108005_HouseFront_2.jpg,class2,higher middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/477010_HouseFront_2.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/22004_HouseFront_2.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/51006_HouseFront_2.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/102014_HouseFront_2.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/404011_HouseFront_2.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/79003_HouseFront_2.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/479010_HouseFront_2.jpg,class3,higher middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/386011_HouseFront_2.jpg,class4,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/217006_HouseFront_2.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/120007_HouseFront_2.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/426007_HouseFront_2.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/361006_HouseFront_2.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/409012_HouseFront_2.jpg,class3,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/386003_HouseFront_2.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/253003_HouseFront_2.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/456001_HouseFront_2.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/158001_HouseFront_2.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/279005_HouseFront_2.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/275004_HouseFront_2.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/185010_HouseFront_2.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/1041003_HouseFront_2.jpg,class0,higher middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/301013_HouseFront_2.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/455013_HouseFront_2.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/379007_HouseFront_2.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/479003_HouseFront_2.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/265001_HouseFront_2.jpg,class3,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/332011_HouseFront_2.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/110007_HouseFront_2.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/494004_HouseFront_2.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/275008_HouseFront_2.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/194003_HouseFront_2.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/411001_HouseFront_2.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/277001_HouseFront_2.jpg,class4,high income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/509005_HouseFront_2.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/442013_HouseFront_2.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/410004_HouseFront_2.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/220003_HouseFront_2.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/272009_HouseFront_2.jpg,class3,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/50001_HouseFront_2.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/25002_HouseFront_2.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/154001_HouseFront_2.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/524005_HouseFront_2.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/271005_HouseFront_2.jpg,class0,higher middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/516009_HouseFront_2.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/394005_HouseFront_2.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/274011_HouseFront_2.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/252012_HouseFront_2.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/19006_HouseFront_2.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/1002008_HouseFront_2.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/366007_HouseFront_2.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/50003_HouseFront_2.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/435009_HouseFront_2.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/1064007_HouseFront_2.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/197011_HouseFront_2.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/46002_HouseFront_2.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/149007_HouseFront_2.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/369014_HouseFront_2.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/414008_HouseFront_2.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/8007_HouseFront_2.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/264012_HouseFront_2.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/241010_HouseFront_2.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/265004_HouseFront_2.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/362008_HouseFront_2.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/472005_HouseFront_2.jpg,class3,higher middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/136014_HouseFront_2.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/201004_HouseFront_2.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/203002_HouseFront_2.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/206004_HouseFront_2.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/312004_HouseFront_2.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/1016007_HouseFront_2.jpg,class0,high income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/382005_HouseFront_2.jpg,class3,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/276007_HouseFront_2.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/84001_HouseFront_2.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/62009_HouseFront_2.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/295004_HouseFront_2.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/153002_HouseFront_2.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/65010_HouseFront_2.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/191005_HouseFront_2.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/410009_HouseFront_2.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/82014_HouseFront_2.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/199007_HouseFront_2.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/232005_HouseFront_2.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/143010_HouseFront_2.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/372004_HouseFront_2.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/285011_HouseFront_2.jpg,class2,higher middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/315007_HouseFront_2.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/441003_HouseFront_2.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/501007_HouseFront_2.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/402003_HouseFront_2.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/489002_HouseFront_2.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/457013_HouseFront_2.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/280004_HouseFront_2.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/159004_HouseFront_2.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/136004_HouseFront_2.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/217008_HouseFront_2.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/132004_HouseFront_2.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/460010_HouseFront_2.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/249002_HouseFront_2.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/72008_HouseFront_2.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/62011_HouseFront_2.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/184007_HouseFront_2.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/270008_HouseFront_2.jpg,class3,high income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/184005_HouseFront_2.jpg,class3,higher middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/258004_HouseFront_2.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/238012_HouseFront_2.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/506008_HouseFront_2.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/341009_HouseFront_2.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/439013_HouseFront_2.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/198006_HouseFront_2.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/364005_HouseFront_2.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/286010_HouseFront_2.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/233014_HouseFront_2.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/33004_HouseFront_2.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/245005_HouseFront_2.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/195013_HouseFront_2.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/304008_HouseFront_2.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/401013_HouseFront_2.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/378010_HouseFront_2.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/494006_HouseFront_2.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/309007_HouseFront_2.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/110010_HouseFront_2.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/465006_HouseFront_2.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/425011_HouseFront_2.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/411007_HouseFront_2.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/99008_HouseFront_2.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/63001_HouseFront_2.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/37009_HouseFront_2.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/304007_HouseFront_2.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/100014_HouseFront_2.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/223003_HouseFront_2.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/153011_HouseFront_2.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/95006_HouseFront_2.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/505011_HouseFront_2.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/463007_HouseFront_2.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/388001_HouseFront_2.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/23004_HouseFront_2.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/145009_HouseFront_2.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/13013_HouseFront_2.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/400001_HouseFront_2.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/1003018_HouseFront_2.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/98009_HouseFront_2.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/240002_HouseFront_2.jpg,class4,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/316003_HouseFront_2.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/326004_HouseFront_2.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/420008_HouseFront_2.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/187004_HouseFront_2.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/140007_HouseFront_2.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/312011_HouseFront_2.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/371004_HouseFront_2.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/44005_HouseFront_2.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/117005_HouseFront_2.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/317005_HouseFront_2.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/362001_HouseFront_2.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/286002_HouseFront_2.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/92011_HouseFront_2.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/93004_HouseFront_2.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/11009_HouseFront_2.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/254006_HouseFront_2.jpg,class3,higher middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/502007_HouseFront_2.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/413003_HouseFront_2.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/210003_HouseFront_2.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/90011_HouseFront_2.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/368001_HouseFront_2.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/224007_HouseFront_2.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/245002_HouseFront_2.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/207009_HouseFront_2.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/411014_HouseFront_2.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/365006_HouseFront_2.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/510013_HouseFront_2.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/126008_HouseFront_2.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/327014_HouseFront_2.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/447003_HouseFront_2.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/339001_HouseFront_2.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/467009_HouseFront_2.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/292002_HouseFront_2.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/444005_HouseFront_2.jpg,class3,high income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/96004_HouseFront_2.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/279012_HouseFront_2.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/139005_HouseFront_2.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/152010_HouseFront_2.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/142002_HouseFront_2.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/142013_HouseFront_2.jpg,class0,higher middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/2006_HouseFront_2.jpg,class2,lower middle income
# NAN,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/376002_HouseFront_2.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/343007_HouseFront_2.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/63011_HouseFront_2.jpg,class1,higher middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/12012_HouseFront_2.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/201006_HouseFront_2.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/101009_HouseFront_2.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/509009_HouseFront_2.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/375010_HouseFront_2.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/316002_HouseFront_2.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/443005_HouseFront_2.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/291004_HouseFront_2.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/469006_HouseFront_2.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/239011_HouseFront_2.jpg,class3,higher middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/32013_HouseFront_2.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/268011_HouseFront_2.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/1009003_HouseFront_2.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/67004_HouseFront_2.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/122004_HouseFront_2.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class2/337013_HouseFront_2.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class0/183002_HouseFront_2.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/395007_HouseFront_2.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/480012_HouseFront_2.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/195005_HouseFront_2.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/411008_HouseFront_2.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/408011_HouseFront_2.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class1/333010_HouseFront_2.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/459004_HouseFront_2.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class3/61004_HouseFront_2.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/5_classes/Front_Images/valid/class4/462011_HouseFront_2.jpg,class4,lower middle income
