,,Actual,Predicted
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/1006_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/150006_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/72001_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/337003_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/163012_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/91007_HouseFront_2.jpg,class1,low income
# nna,/hdd/Aatif/AHI Data/3_classes/front/test/class2/368002_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/384010_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/25012_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/57008_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/293003_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/368011_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/141005_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/42013_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/522008_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/182009_HouseFront_2.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/132002_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/510001_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/417013_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/143006_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/65010_HouseFront_2.jpg,class1,middle income
# nna,/hdd/Aatif/AHI Data/3_classes/front/test/class2/483004_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/129001_HouseFront_2.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/428002_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/1063003_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/483001_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/276001_HouseFront_2.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/474008_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/268004_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/391002_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/367013_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/1053011_HouseFront_2.jpg,class0,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/463007_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/441002_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/266004_HouseFront_2.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/312007_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/19005_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/29008_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/463006_HouseFront_2.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/207006_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/304006_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/100001_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/61008_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/461002_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/494010_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/261001_HouseFront_2.jpg,class0,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/12004_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/189012_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/193011_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/254005_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/97009_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/455007_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/1015006_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/124012_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/86003_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/467012_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/93002_HouseFront_2.jpg,class2,high income
# nan,/hdd/Aatif/AHI Data/3_classes/front/test/class2/36001_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/107004_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/241007_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/58012_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/486014_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/407010_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/268010_HouseFront_2.jpg,class0,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/504002_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/293006_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/264005_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/90011_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/510008_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/340003_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/380004_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/60002_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/368010_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/315002_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/55007_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/1069005_HouseFront_2.jpg,class0,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/431009_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/198005_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/39004_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/133006_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/320011_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/256003_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/150009_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/385011_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/13004_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/42012_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/339007_HouseFront_2.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/233007_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/261012_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/495013_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/1060016_HouseFront_2.jpg,class1,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/378008_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/468007_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/67009_HouseFront_2.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/216004_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/509010_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/481001_HouseFront_2.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/468010_HouseFront_2.jpg,class1,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/1064003_HouseFront_2.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/296012_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/410013_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/1006011_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/21009_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/423006_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/190010_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/485009_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/340009_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/494002_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/499005_HouseFront_2.jpg,class0,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/102010_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/66005_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/195004_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/99012_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/26009_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/1030003_HouseFront_2.jpg,class0,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/244008_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/132003_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/332005_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/215006_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/12005_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/484009_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/463003_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/461004_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/460001_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/125010_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/324006_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/320003_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/132010_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/221005_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/343011_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/446002_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/474009_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/488002_HouseFront_2.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/125001_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/47009_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/507010_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/428012_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/39002_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/17002_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/454006_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/124005_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/55010_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/73009_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/326008_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/12014_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/418003_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/321008_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/68005_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/290010_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/83005_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/501006_HouseFront_2.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/147004_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/277009_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/244009_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/27007_HouseFront_2.jpg,class1,middle income
# nna,/hdd/Aatif/AHI Data/3_classes/front/test/class1/136007_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/65005_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/47004_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/496007_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/480002_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/484003_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/240010_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/277008_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/379004_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/136011_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/467004_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/401005_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/505012_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/182008_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/425011_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/383007_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/78004_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/336004_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/482012_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/97006_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/64014_HouseFront_2.jpg,class0,low income
# nna,/hdd/Aatif/AHI Data/3_classes/front/test/class0/330009_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/2009_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/446005_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/370006_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/478004_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/55004_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/1049001_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/406011_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/217009_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/232010_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/488006_HouseFront_2.jpg,class1,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/85003_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/408004_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/194001_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/275009_HouseFront_2.jpg,class0,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/290004_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/317011_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/418009_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/206011_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/383002_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/6014_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/408008_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/498003_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/42004_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/64005_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/248011_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/52001_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/300011_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/516011_HouseFront_2.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/141010_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/196003_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/472006_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/273013_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/500006_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/427009_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/206002_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/214008_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/505005_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/56008_HouseFront_2.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/84004_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/263003_HouseFront_2.jpg,class1,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/50014_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/106002_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/13010_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/462011_HouseFront_2.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/276005_HouseFront_2.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/220006_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/129012_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/513001_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/199004_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/68004_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/372011_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/1013016_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/1017003_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/120012_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/419012_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/192004_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/340001_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/140002_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/389012_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/275006_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/163005_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/401010_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/339003_HouseFront_2.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/434012_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/196009_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/200005_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/37004_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/389006_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/447002_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/273007_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/65011_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/159006_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/1073003_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/486004_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/21011_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/275011_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/467005_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/145002_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/1028001_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/456004_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/194007_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/194009_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/204008_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/38005_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/122007_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/274002_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/291013_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/410012_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/479002_HouseFront_2.jpg,class1,middle income
